City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,brewton,31.1052,-87.0722,20.19,92,1,3.02,US,1698325989
365,santa marta,11.2408,-74.199,28.83,76,100,0.89,CO,1698325989
366,cole harbour,44.6724,-63.4751,16.66,88,20,2.06,CA,1698325913
367,altai,46.3722,96.2583,3.37,34,20,2.72,MN,1698325907
368,corner brook,48.9667,-57.9484,9.09,93,100,3.46,CA,1698325965
369,santiago de cuba,20.0247,-75.8219,26.06,69,20,4.12,CU,1698325990
370,pontianak,-0.0333,109.3333,24.99,94,75,1.54,ID,1698325601
371,flying fish cove,-10.4217,105.6791,25.82,88,100,4.63,CX,1698325991
372,al jaradiyah,16.5795,42.9124,30.72,59,51,5.1,SA,1698325991
373,igrim,63.1906,64.4162,-5.32,76,83,3.99,RU,1698325991
374,mitu,1.1983,-70.1733,28.59,68,91,1.21,CO,1698325991
375,new norfolk,-42.7826,147.0587,8.29,94,52,1.26,AU,1698325992
376,kalibo (poblacion),11.7061,122.3644,25.66,82,39,0.97,PH,1698325992
377,olenegorsk,68.15,33.3,-4.19,87,100,2.8,RU,1698325992
378,erenhot,43.6475,111.9767,10.71,22,6,3.52,CN,1698325992
379,darovskoy,58.77,47.9564,-2.49,70,7,1.92,RU,1698325992
380,sao caetano de odivelas,-0.75,-48.02,30.89,56,99,4.42,BR,1698325993
381,vila velha,-20.3297,-40.2925,28.97,70,40,5.14,BR,1698325993
382,kaa-khem,51.6833,94.7333,8.0,38,100,0.98,RU,1698325993
383,hola,51.5377,23.1902,14.1,72,100,3.86,PL,1698325993
384,alindao,5.0267,21.2088,25.15,82,100,3.22,CF,1698325993
385,burutu,5.3509,5.5076,31.08,59,92,0.76,NG,1698325993
386,utrik,11.2278,169.8474,27.74,76,42,4.59,MH,1698325994
387,rabo de peixe,37.8,-25.5833,19.99,99,20,5.14,PT,1698325994
388,riachao,-7.3619,-46.6172,32.37,42,19,3.49,BR,1698325994
389,geyve,40.5075,30.2925,26.51,46,100,2.79,TR,1698325994
390,puerto francisco de orellana,-0.4667,-76.9667,24.31,89,100,0.43,EC,1698325919
391,kaedi,16.1465,-13.5047,40.9,10,94,6.34,MR,1698325994
392,playa del ingles,27.7567,-15.5787,25.22,68,13,1.34,ES,1698325748
393,vila do maio,15.1333,-23.2167,32.44,78,100,7.85,CV,1698325995
394,gamboma,-1.8764,15.8644,30.58,58,79,3.29,CG,1698325995
395,camrose,53.0168,-112.8353,-9.26,78,100,2.99,CA,1698325900
396,kerikeri,-35.2268,173.9474,16.62,89,44,1.34,NZ,1698325902
397,st. john's,47.5649,-52.7093,12.1,96,100,4.63,CA,1698325995
398,gadzhiyevo,69.2551,33.3362,-3.38,90,100,3.81,RU,1698325995
399,daru,-9.0763,143.2092,25.26,86,87,4.86,PG,1698325686
400,birjand,32.8663,59.2211,22.94,22,85,4.7,IR,1698325996
401,kisanga,-7.4362,37.7034,36.26,31,11,2.96,TZ,1698325996
402,la mure,44.9026,5.7866,13.85,92,100,1.89,FR,1698325996
403,bayan,46.0833,127.4,2.62,35,19,2.65,CN,1698325852
404,mohr,54.3528,9.7167,10.64,93,75,6.17,DE,1698325997
405,kassala,15.451,36.4,34.73,29,100,1.99,SD,1698325997
406,al 'amarah,31.8406,47.1396,29.81,30,0,4.84,IQ,1698325907
407,minas de marcona,-15.2119,-75.1103,15.89,76,69,2.92,PE,1698325904
408,sipalay,9.75,122.5,25.82,87,100,1.05,PH,1698325997
409,los osos,35.3111,-120.8324,13.88,90,0,3.13,US,1698325997
410,deoli,25.75,75.3833,27.15,22,0,2.27,IN,1698325997
411,brookings,44.3114,-96.7984,11.77,99,100,2.06,US,1698325913
412,belabo,4.9333,13.3,25.06,83,97,0.67,CM,1698325998
413,cafayate,-26.073,-65.9761,18.85,59,100,3.47,AR,1698325998
414,tucupita,9.0622,-62.051,28.79,71,82,1.25,VE,1698325491
415,cockburn town,21.4612,-71.1419,27.75,60,99,9.45,TC,1698325856
416,nuuk,64.1835,-51.7216,-0.07,86,75,10.8,GL,1698325998
417,prince rupert,54.3161,-130.3201,7.83,62,0,4.12,CA,1698325998
418,salekhard,66.53,66.6019,-9.67,89,100,2.07,RU,1698325999
419,magadan,59.5667,150.8,-6.01,76,17,2.01,RU,1698325999
420,ust-nera,64.5667,143.2,-21.52,93,97,1.36,RU,1698325999
421,bijawar,24.6333,79.5,23.08,37,0,1.39,IN,1698325999
422,kargat,55.1956,80.2811,0.98,74,100,8.01,RU,1698325999
423,miyako,39.6367,141.9525,13.12,86,25,1.76,JP,1698325999
424,gwadar,25.1216,62.3254,27.96,69,100,5.72,PK,1698325999
425,vernon,50.2581,-119.2691,0.16,59,100,1.03,CA,1698326000
426,campos belos,-13.0367,-46.7717,30.8,45,100,1.98,BR,1698326000
427,hadibu,12.65,54.0333,27.82,78,28,4.6,YE,1698326001
428,vila franca do campo,37.7167,-25.4333,20.49,99,100,2.96,PT,1698326001
429,santa eularia des riu,38.9846,1.5341,23.5,74,0,8.75,ES,1698326001
430,gahanna,40.0192,-82.8793,16.91,78,75,2.57,US,1698325902
431,ghat,24.9647,10.1728,34.02,11,11,3.96,LY,1698326001
432,pangkalpinang,-2.1333,106.1333,27.87,70,60,4.17,ID,1698325935
433,zabid,14.1951,43.3152,25.78,79,100,9.1,YE,1698326001
434,puerto madero,14.7208,-92.4215,24.11,100,75,2.57,MX,1698326001
435,yarmouth,41.7057,-70.2286,18.87,86,0,2.57,US,1698325974
436,port hedland,-20.3167,118.5667,29.03,45,9,2.06,AU,1698325863
437,north platte,41.1239,-100.7654,2.94,100,100,3.09,US,1698325896
438,villa gesell,-37.2639,-56.973,16.88,54,0,6.58,AR,1698325971
439,santyoku,37.4406,129.1708,16.11,83,100,3.85,KR,1698326003
440,pangody,65.85,74.4859,-8.57,94,70,4.09,RU,1698326003
441,beaufort,5.3473,115.7455,24.35,96,100,0.7,MY,1698326003
442,conception bay south,47.4999,-52.9981,11.97,96,100,5.83,CA,1698325939
443,yermentau,51.6214,73.1069,-0.85,49,100,7.52,KZ,1698326003
444,carutapera,-1.195,-46.02,28.37,67,100,4.04,BR,1698326004
445,forster,-32.1667,152.5167,12.94,100,100,7.36,AU,1698326004
446,shangzhi,45.2167,127.9667,2.26,40,1,1.63,CN,1698325762
447,jibou,47.2667,23.25,14.62,70,100,5.64,RO,1698326004
448,kavieng,-2.5744,150.7967,27.57,78,100,4.23,PG,1698326005
449,saint-pierre,-21.3393,55.4781,27.82,69,75,4.63,RE,1698326005
450,jalai nur,49.45,117.7,0.71,38,20,1.44,CN,1698326005
451,ke-macina,13.9623,-5.3572,38.34,9,97,2.54,ML,1698326006
452,port lincoln,-34.7333,135.8667,12.76,70,9,7.16,AU,1698326006
453,sinjar,36.3209,41.8754,26.41,31,38,2.24,IQ,1698326006
454,nanning,22.8167,108.3167,25.84,74,10,1.74,CN,1698325388
455,posto fiscal rolim de moura,-13.0833,-62.2667,30.19,55,100,1.66,BR,1698325874
456,slave lake,55.2834,-114.769,-6.01,86,100,7.2,CA,1698326006
457,middelfart,55.5059,9.7305,9.21,87,100,6.45,DK,1698326007
458,sangmelima,2.9333,11.9833,27.68,58,99,1.72,CM,1698326007
459,bukama,-9.2,25.85,37.44,28,18,1.56,CD,1698326007
460,tosontsengel,48.7567,98.2839,4.17,38,94,0.5,MN,1698326007
461,constitucion,-35.3333,-72.4167,14.45,65,0,0.94,CL,1698326007
462,ocala,29.1872,-82.1401,23.3,85,75,2.57,US,1698326007
463,dombarovskiy,50.7587,59.5386,-1.11,60,41,5.36,RU,1698326008
464,saint-philippe,-21.3585,55.7679,27.77,80,31,2.03,RE,1698326008
465,bestobe,52.4994,73.0975,-0.4,53,82,8.03,KZ,1698326008
466,george town,5.4112,100.3354,27.96,89,40,2.06,MY,1698326008
467,ceylanpinar,36.8472,40.05,28.05,29,100,4.05,TR,1698325981
468,laguna,38.421,-121.4238,11.71,91,0,3.6,US,1698326008
469,bathurst,-33.4166,149.5806,8.24,93,80,4.56,AU,1698325660
470,demyansk,57.643,32.466,0.61,60,100,5.26,RU,1698326009
471,remire-montjoly,4.9167,-52.2667,31.02,62,40,3.6,GF,1698326009
472,makarov,48.6333,142.8,8.84,96,100,2.4,RU,1698326009
473,sambuca di sicilia,37.6494,13.1109,20.97,77,97,6.33,IT,1698325814
474,margate,51.3813,1.3862,16.61,78,24,1.34,GB,1698326010
475,namdrik,5.5994,168.1028,28.77,72,100,3.95,MH,1698326010
476,el fasher,13.6279,25.3494,35.43,15,87,4.51,SD,1698326010
477,belomorsk,64.5232,34.7668,-2.24,73,97,2.25,RU,1698326010
478,puerto ayacucho,5.6639,-67.6236,27.16,76,79,1.81,VE,1698325942
479,lhasa,29.65,91.1,7.07,24,3,1.72,CN,1698325843
480,lorengau,-2.0226,147.2712,26.51,79,100,1.85,PG,1698326011
481,novogrudok,53.6,25.8333,2.92,95,100,3.95,BY,1698326012
482,kolobrzeg,54.1757,15.5834,11.65,78,99,4.93,PL,1698325799
483,aykhal,66.0,111.5,-12.59,99,97,1.42,RU,1698325799
484,kathmandu,27.7167,85.3167,20.12,73,75,2.57,NP,1698325391
485,as sulayyil,20.4607,45.5779,30.14,38,100,7.25,SA,1698326012
486,sil-li,39.4947,125.4736,10.46,41,0,3.85,KP,1698325862
487,sainte-suzanne,-20.9061,55.6089,29.1,75,40,1.54,RE,1698326013
488,lucheng,31.2336,117.2806,22.26,45,100,0.71,CN,1698326013
489,prince george,53.9166,-122.753,-4.3,66,0,5.14,CA,1698326013
490,manokwari,-0.8667,134.0833,26.55,83,43,1.31,ID,1698326013
491,betio village,1.358,172.9211,26.02,78,48,3.88,KI,1698326013
492,pemangkat,1.1667,108.9667,26.21,84,100,2.01,ID,1698326014
493,luanda,-8.8368,13.2343,29.0,65,20,7.72,AO,1698325881
494,kamaishi,39.2667,141.8833,14.02,84,32,2.16,JP,1698325721
495,san rafael del sur,11.8485,-86.4384,24.8,90,100,2.29,NI,1698325947
496,westport,41.1415,-73.3579,18.15,77,0,2.68,US,1698326014
497,cascais,38.6979,-9.4215,21.39,93,75,8.94,PT,1698326014
498,ondjiva,-17.0667,15.7333,36.86,14,93,2.36,AO,1698325999
499,xiva,41.3783,60.3639,12.99,38,100,1.99,UZ,1698325826
500,pamiers,43.0833,1.5,18.39,72,100,2.29,FR,1698326014
501,heyuan,23.7333,114.6833,24.72,85,17,0.05,CN,1698326015
502,wynyard,-41.0,145.7167,6.53,76,0,3.75,AU,1698326015
503,barcelos,41.5388,-8.6151,18.08,91,100,6.36,PT,1698326015
504,taoudenni,22.6783,-3.9836,38.76,12,52,5.98,ML,1698326015
505,kralendijk,12.15,-68.2667,27.42,79,100,2.22,BQ,1698326016
506,cabo san lucas,22.8909,-109.9124,23.75,70,0,3.27,MX,1698326016
507,san andres,12.5847,-81.7006,30.01,79,20,1.54,CO,1698325897
508,lensk,60.7253,114.9278,-0.68,95,100,1.88,RU,1698326016
509,kirensk,57.7853,108.1119,1.65,96,100,4.92,RU,1698326017
510,esteio,-29.8614,-51.1792,20.01,68,75,2.57,BR,1698325922
511,kalengwa,-13.4659,25.0027,37.19,13,74,4.69,ZM,1698326017
512,misratah,32.3754,15.0925,25.49,63,0,4.86,LY,1698326017
513,weno,7.4515,151.8468,25.97,100,75,1.54,FM,1698326017
514,bontang,0.1333,117.5,26.95,83,78,2.86,ID,1698326017
515,tianpeng,30.9866,103.9393,16.78,75,100,2.1,CN,1698326018
516,mersa matruh,31.3525,27.2453,26.68,49,100,2.28,EG,1698326018
517,al jahra',29.3375,47.6581,28.68,34,0,3.18,KW,1698326018
518,galliano,29.4422,-90.2992,25.0,83,0,2.57,US,1698326018
519,lubang,13.8584,120.124,28.71,72,62,1.42,PH,1698326018
520,i-n-salah,27.1935,2.4607,35.56,16,0,3.35,DZ,1698326003
521,kulhudhuffushi,6.6221,73.07,28.77,71,2,3.71,MV,1698325940
522,tommot,58.9564,126.2925,-16.36,98,46,1.18,RU,1698326019
523,goiatuba,-18.0125,-49.3547,30.99,39,72,3.32,BR,1698325859
524,tympaki,35.0729,24.7685,25.12,73,100,4.47,GR,1698326019
525,sola,-13.8833,167.55,26.22,84,100,1.9,VU,1698326019
526,nadym,65.5333,72.5167,-7.45,93,89,4.3,RU,1698326020
527,ponta delgada,37.7333,-25.6667,20.66,59,20,3.6,PT,1698325971
528,lerwick,60.1545,-1.1494,9.0,82,100,11.05,GB,1698326020
529,visby,57.6409,18.296,6.13,87,75,4.63,SE,1698326020
530,khovd,48.0056,91.6419,8.91,30,100,4.29,MN,1698326021
531,codrington,-38.2667,141.9667,10.86,64,80,5.67,AU,1698326021
532,dinga,32.6398,73.722,25.59,25,0,1.83,PK,1698325982
533,mandalgovi,45.7625,106.2708,7.61,21,8,3.4,MN,1698326022
534,camayenne,9.535,-13.6878,30.05,70,20,2.06,GN,1698326022
535,lahad datu,5.0268,118.327,25.5,90,88,1.69,MY,1698325930
536,marka,1.7159,44.7717,28.25,73,82,4.75,SO,1698326022
537,wakkanai,45.4094,141.6739,12.83,86,100,4.92,JP,1698326016
538,fuglafjordur,62.244,-6.814,10.26,89,27,10.55,FO,1698326022
539,nyurba,63.2842,118.3319,-8.06,94,100,1.78,RU,1698326022
540,sinabang,2.4803,96.3801,26.19,85,100,2.84,ID,1698326023
541,sarh,9.1429,18.3923,34.64,38,47,2.34,TD,1698326007
542,waingapu,-9.6567,120.2641,27.28,73,3,0.68,ID,1698325991
543,severo-yeniseyskiy,60.3725,93.0408,0.88,97,100,2.68,RU,1698326023
544,melekeok village,7.4957,134.6367,26.31,94,75,0.0,PW,1698326023
545,saint-paul,-21.0096,55.2707,29.05,86,10,0.89,RE,1698326023
546,los altos,37.3852,-122.1141,10.86,78,0,3.09,US,1698325833
547,kardla,58.9978,22.7492,1.7,69,75,4.12,EE,1698326024
548,sibut,5.718,19.0739,23.69,90,100,2.87,CF,1698325866
549,sao felix do xingu,-6.6447,-51.995,32.5,49,100,1.83,BR,1698325954
550,chicoana,-25.1009,-65.5331,18.92,66,100,2.0,AR,1698326024
551,aegina,37.7467,23.4275,26.62,72,77,2.61,GR,1698326024
552,sierra grande,-41.606,-65.3557,22.68,18,12,5.01,AR,1698325911
553,kataba,13.9833,44.3833,18.19,71,100,3.07,YE,1698326024
554,avra valley,32.4379,-111.3154,16.84,63,4,0.0,US,1698326025
555,mount pearl,47.5166,-52.7813,11.64,96,100,4.63,CA,1698326025
556,mayahi,13.9553,7.6712,35.77,9,72,0.69,NE,1698326025
557,guerrero negro,27.9769,-114.0611,17.11,82,18,4.7,MX,1698326025
558,tangalle,6.024,80.7911,26.47,80,7,2.07,LK,1698326025
559,ongjin,37.9347,125.3619,14.41,57,0,6.54,KP,1698326026
560,quellon,-43.1167,-73.6167,8.93,91,100,3.41,CL,1698326026
561,salaga,8.5508,-0.5188,35.61,39,99,0.91,GH,1698326026
562,antsiranana,-12.2787,49.2917,28.33,62,4,5.34,MG,1698326018
563,datong,40.0936,113.2914,12.09,27,0,2.12,CN,1698326026
564,vinton,37.281,-79.897,17.87,78,0,2.06,US,1698326026
565,lepsy,46.235,78.9456,16.71,59,100,10.21,KZ,1698326027
566,zaozersk,69.4005,32.4476,-3.78,93,100,3.88,RU,1698326027
567,tevriz,57.509,72.4042,-5.23,79,100,4.16,RU,1698326027
568,puerto madryn,-42.7692,-65.0385,19.72,29,100,8.59,AR,1698325910
569,sheksna,59.21,38.5107,-0.02,62,40,2.1,RU,1698326028
570,sorsk,54.0033,90.2467,9.54,57,100,5.32,RU,1698326028
571,chittagong,22.9167,91.5,24.92,83,0,0.87,BD,1698325760
572,arvayheer,46.2639,102.775,6.1,25,0,3.07,MN,1698326028
573,xapuri,-10.6517,-68.5044,30.51,58,18,2.32,BR,1698326029
574,mossel bay,-34.1831,22.146,22.96,74,87,3.8,ZA,1698326029
575,chegdomyn,51.1167,133.0167,-1.63,85,100,2.84,RU,1698326029
576,pitimbu,-7.4706,-34.8086,30.33,70,98,4.35,BR,1698326029
577,vilyuysk,63.7553,121.6247,-8.33,95,86,2.24,RU,1698326029
578,sakaiminato,35.55,133.2333,17.85,74,0,4.02,JP,1698326029
579,barra de santo antonio,-9.4047,-35.5072,29.6,61,15,8.32,BR,1698326030
580,tabas,33.5959,56.9244,26.7,26,100,3.53,IR,1698326011
581,novodvinsk,64.4165,40.8122,-1.23,83,100,3.02,RU,1698325920
582,santa teresa,10.2341,-66.6631,25.41,90,100,1.12,VE,1698326030
583,stantsiya novyy afon,43.0806,40.8383,19.47,74,100,4.89,GE,1698325795
584,rabaul,-4.1967,152.1721,25.8,85,100,6.86,PG,1698326030
585,venancio aires,-29.6064,-52.1919,21.26,74,84,1.58,BR,1698325779
586,cova figueira,14.8905,-24.2934,25.5,76,100,7.46,CV,1698325870
587,zakynthos,37.7914,20.8953,22.68,78,20,4.12,GR,1698326030
